text_raw,label,text_cleaned
"Nói chung Messi là một cầu thủ vĩ đại, cậu ấy đã đem đến cho Barca một bộ sưu tập về danh hiệu quá đồ sộ, đối vớ tôi: nếu Messi không tra tấn các cầu thủ MU của tôi và cướp đi 2 cái cúp C1 thì tôi đã là fan của cậu ấy rồi, còn về phần Ro_vạ và fan cuồng thì là ơn đừng nhận vơ là một phần cùa MU nữa, nhìn xem các công thần của Mu có coi Ro_vạ ra gì đâu?, Gigss, Nevil, Scholes, Rooney luôn đánh giá Ro_vạ quá thấp so với các cầu thủ khác và đặt biệt là CĐV cũng rất ghét Ro_vạ vì cậu ấy chỉ diễn nhớ Mu một cách giả tạo để vòi vĩnh tăng lương tại CLB mới chứ có phải nhớ MU thật đâu?",1,nói_chung messi cầu_thủ vĩ_đại đem barca sưu_tập danh_hiệu đồ_sộ đối vớ messi tra_tấn cầu_thủ mu cướp đi cúp c1 fan ro vạ fan cuồng ơn đừng nhận_vơ cùa mu công_thần mu coi ro vạ ? gigss nevil scholes rooney đánh_giá ro vạ cầu_thủ biệt cđv ghét ro vạ diễn mu một_cách giả_tạo vòi_vĩnh lương clb mu ?
"Chung cư mà dưới 1,5 tỷ thì cũng giống như những khu ổ chuột, nhưng ở trên cao thì đc gọi là ổ chim...",0,chung_cư tỷ khu ổ_chuột gọi chim
Cái này gọi là phá cách để phù hợp với khẩu vị thị trường Trung Quốc. Thật hài hước khi xe phân khúc hạng nhỏ hơn lại lớn phân khúc hạng lớn hơn. Phá cách kiểu này là đang phá nát thương hiệu rồi còn gì...BMW ơi là BMW. Thân!,1,gọi phá_cách phù_hợp khẩu_vị thị_trường trung quốc hài_hước xe phân khúc hạng phân khúc hạng phá_cách kiểu phá nát thương_hiệu bmw bmw thân !
Phải thuê HLV cở ông Nguyễn Văn Sĩ thì mới mong khác biệt.,0,thuê hlv cở nguyễn văn sĩ mong khác_biệt
"Kane vs Son đang bá quá rồi, bạn về đây chỉ đi đánh golf là hợp lý",0,kane vs son bá đi đánh golf hợp_lý
đúng ngày đầu tiên đi học. thương các con quá....,0,đầu_tiên đi học thương
Doanh nghiệp bị ảnh hưởng thì giảm . Còn doanh nghiệp ăn nên làm ra nhờ dịch thì sao phải giảm ???,1,doanh_nghiệp ảnh_hưởng doanh_nghiệp dịch ? ? ?
Và chúng ta cùng chờ đợi 1 trận cầu đỉnh cao BAC vs BY 9-2 hay là 10-2 đây ! Phần thắng thì chắc các bác đã đoán ra ngiêng về bên nào rồi đó .,0,chúng_ta chờ_đợi trận cầu đỉnh_cao bac vs by 10 ! thắng đoán ngiêng
"Lối sống cả 2 đều đáng lên án, nạn nhân là người đồng tính thì nên tìm người cùng hệ với mình chứ bạ đâu gạ đấy thì kết cục này khó tránh khỏi",1,lối sống lên_án nạn_nhân đồng_tính hệ bạ gạ đấy kết_cục
NÓI CHUNG HAI CÔ NÀY KHÔNG ĐƯỢC ĐẸP.VIỆT NAM BÂY GIỜ RA ĐƯỜNG NHÌN RẤT NHIỀU CÔ ĐẸP.,1,nói_chung hai đẹp việt nam bây_giờ đường đẹp
Chim cổ đỏ không chút lăn tăn vì đã làm ... đúng qui trình và chưa từng được học chữ ngờ.,0,chim cổ đỏ chút lăn_tăn qui_trình học chữ ngờ
chiến tranh thật quá khốc liệt,0,chiến_tranh khốc_liệt
"Con em năm nay lên lớp 1 đang học bộ sách Cánh diều. Chiều nào về cháu cũng nói mẹ : sao mẹ bỏ nhiều sách vào cặp con vậy, nặng quá con đeo không được",0,con_em lên_lớp học sách cánh diều chiều cháu mẹ mẹ sách cặp đéo
Cố thêm tí làm con Vios G 2020 620 củ,0,cố tí vios 2020 620 củ
"Linh đan rất cá tính, tương lai siêu mẫu",0,linh_đan cá_tính tương_lai siêu_mẫu
"Cũng từ lối sống bệnh hoạn mà ra,người chết coi như trả giá.Ko biết lời khai chính xác đến đâu nhưng 20 nhát thì chung thân là xứng đáng",1,lối sống bệnh_hoạn chết coi trả_giá ko khai chính_xác 20 nhát chung_thân xứng_đáng
"Tội phạm càng ngày càng trẻ, hành động thì liều lĩnh và ra tay không chút nương tay do dự.",0,tội_phạm ngày_càng trẻ hành_động liều_lĩnh ra_tay chút nương_tay do_dự
"Phim hay và ý nghĩa là công nhận. Còn chuyện đạo diễn nói không vì doanh thu,ko vì lợi nhuận, nói chung không vì mục đích kinh doanh thì khó tin được, vài lời gửi đến đạo diễn, mong rằng đạo diễn nên chân thành và thực tế hơn...",1,phim va nghi la công nhâ co chuyê đa diê no vi doanh_thu ko vi lơ nhuâ no vi mu_c đi ch kinh_doanh thi kho đươ va lơ gư đê đa diê mong ră ng đa diê chân tha nh va thư tê
SỰ KHỐC LIỆT CỦA CUỘC SỐNG !,0,khốc_liệt cuộc_sống !
đúng là giải ao làng nên chênh lệch rất rõ giữa đội trong cùng 1 giải đấu. Đá hơn người mà vẫn để thua đến 2 bàn thì chịu. giải đấu 2 đội có khác.,0,giải ao làng chênh_lệch đội giải đấu_đá thua bàn giải_đấu đội
"Trời ơi dễ thương quá, chụy muốn nuôi em UwU",0,trời dễ_thương chụy nuôi uwu
Thật tuyệt chúc mừng liverpool. Đội bóng còn hay hơn nữa,0,tuyệt chúc_mừng liverpool đội bóng hơn_nữa
Thế là có tiền rồi. Chúc mừng cậu bé.,0,thế_là tiền chúc_mừng bé
Kia Soluto bản cao cấp nhất nhé. Hehe,0,kia soluto cao_cấp hehe
"Ở các nơi vẫn còn loa phường, đề nghị phát thông báo trên loa phường thường xuyên, liên tục để người dân ở các khu vực đều nắm được thông tin!",0,loa phường đề_nghị phát thông_báo loa phường thường_xuyên liên_tục dân khu_vực nắm thông_tin !
Năm nào cũng mua qua cò chứ làm gì mình mua đc. 8h bán vé mà 7h50 vô đã hết vé,0,mua cò mua đc 8h vé 7h50 vô vé
Cháu xin cụ,0,cháu xin_cụ
"Ôi. Cái này nhằm nhò gì với mấy năm nay Trump tweet vài cái làm thị trường giật lên xuống. Kể từ khi đại dịch kéo tới, không có Fed đỡ cho thì còn tệ hơn cả đại suy thoái. Giờ sắp hết nhiệm kỳ, thị trường còn tệ hơn cả lúc trước khi nhận chức. Chả biết có để lại được gì cho Mỹ khi ra đi không mà còn phải gánh 1 đống nợ.",0,ôi nhò mấy trump tweet thị_trường giật đại_dịch kéo fed đỡ tệ đại suy_thoái nhiệm_kỳ_thị_trường tệ chức chả mỹ đi gánh đống nợ
chính quyền địa phương là cấp gần với dân nhất mà không sát sao giám sát được sự việc từ đầu. để một đứa trẻ non nớt như vậy phải chịu đòn roi tra tấn bao nhiêu lần trong thời gian dài như vậy mà không biết. đọc mà tôi rơi nước mắt.,0,chính_quyền địa_phương dân sát_sao giám_sát sự_việc đầu đứa trẻ non_nớt đòn roi tra_tấn bao_nhiêu thời_gian vậy_mà đọc rơi nước_mắt
"Rất nhiều tài sản bị thay đổi tên gọi, hợp đồng kinh tế cần chỉnh sửa, bản đồ, chỉ dẫn sai lệch .... không đơn giản. Tốn rất nhiều công sức nhưng không mang lại lợi ích nào cụ thể cả.",0,tài_sản thay_đổi gọi hợp_đồng kinh_tế chỉnh_sửa bản_đồ chỉ_dẫn sai_lệch đơn_giản tốn công_sức lợi_ích cụ_thể
Nó là điều thường thấy hàng trăm năm nay.,0,hàng trăm
"Về lý thuyết là như này, ta có thể vẽ 1 tam giác trên 1 sợi tơ và làm một cuộn dây tơ đủ dài để quấn kín trái đất 1 vòng hay 100 vòng tùy thích",0,lý_thuyết ta có_thể vẽ tam_giác sợi tơ cuộn dây tơ quấn kín trái_đất vòng 100 vòng tùy_thích
"Bọn này dã man quá, con mình mà còn làm vậy",1,bọn dã_man
VN sẽ đón nhận tất cả vì một đội ngũ công nhận hùng hậu...nhưng yêu cầu trình độ tay nghề của Nhật rất cao mong rằng có chính sách nâng cao tay nghề cùng với ý thức lao động tốt hơn.,0,vn đón_nhận tất_cả đội_ngũ công_nhận hùng_hậu yêu_cầu trình_độ tay_nghề nhật mong chính_sách nâng cao_tay_nghề ý_thức lao_động
"Chúc Tl'uk sớm trưởng thành, mạnh mẽ, trở thành bạch mã hoàng tử.",0,chúc tl uk trưởng_thành mạnh_mẽ trở_thành bạch mã hoàng_tử
Mọi thứ đều đẹp trừ 2 quả thận,1,đẹp trừ thận
"Su đi để lại Fati, 17 tuổi phải gồng mình gánh tạ. Nghe bảo Si hay nhường PEN, sao không nhường cho em được cú hattrick trong sự nghiệp thế. Đúng là Si hết thời giờ chực chờ ăn may rồi!!! :P :P :P",1,su đi fati 17 gồng gánh tạ bảo si nhường pen nhường cú hattrick sự_nghiệp si thời_giờ chực chờ ăn_may ! ! ! p_p
John Wick xem rất chất về anh,0,john wick chất
Lì lợm thật :(,1,lì_lợm
Bỏ qua xe Hàn.- Mua xe Nhật nhé,0,bỏ_qua xe hàn mua xe nhật
Vinh danh chàng trai ấy. Tự hào tôi là người Việt,0,vinh_danh chàng trai tự_hào việt
Chào tạm biệt em loan nhé con gái mà liều quá mang cái chết trắng cho bao nhiêu người rồi cũng ra đi,0,chào tạm_biệt loan con_gái liều chết_trắng bao_nhiêu đi
Tôi thấy thật hạnh phúc vì đc sinh ta tại Việt Nam,0,hạnh_phúc sinh ta việt_nam
Cầu mong mọi người bình an!,0,cầu_mong bình an !
Cho hỏi: Đầu làn có biển chỉ dẫn làn ô tô rẽ phải. Nhưng cuối làn thì trên long môn có biển chỉ dẫn đi thẳng. Vậy ô tô đi vào làn đó rồi cuối làn không rẽ phải mà đi thẳng thì có vi phạm giao thông không?,0,đầu làn biển chỉ_dẫn làn ô_tô rẽ làn long môn biển chỉ_dẫn đi thẳng ô_tô đi làn làn rẽ đi thẳng vi_phạm giao_thông ?
"Trung Thu cũng như nhiều lễ hội truyền thống khác, chỉ là hình thức để phục vụ cho mục đích tối thượng của người mua hiện giờ: lấy lòng người quan trọng (không phải người nhà mình).",0,trung_thu lễ_hội truyền_thống hình_thức phục_vụ mục_đích tối_thượng mua hiện_giờ lấy_lòng quan_trọng người_nhà
Mức giá 74k USD. Nếu em ấy mà di chuyển 1 mình trên đường phố ở Sài Gòn thì hay nhỉ?,0,giá 74k usd di_chuyển đường_phố sài_gòn ?
Trời! Giống như phim nhưng đời thực tại Kỳ Anh Hà Tĩnh. Hoan hô các anh chiến sỹ.,0,trời ! phim đời thực_tại kỳ hà_tĩnh hoan_hô chiến_sỹ
"Triệu tập còn không thèm tới, chứng tỏ thói côn đồ ngang ngược.",1,triệu_tập thèm chứng_tỏ thói côn_đồ ngang_ngược
"Hit nhiều lắm, kiếp ve sầu, còn lại 1 mình, bóng dáng thiên thần, đi về nơi xa, mưa trên cuộc tình, trở lại phố cũ, hôn môi xa, kiếp rong buồn, cuộc tình cay đắng, phiêu du, bước chân lẻ loi ...vv...vv thôi không kể nữa mỏi...tay lắm",0,hit lắm kiếp ve_sầu bóng_dáng thiên_thần đi mưa tình trở_lại phố cũ hôn môi kiếp rong buồn tình cay_đắng phiêu du chân lẻ_loi vv vv mỏi lắm
Chúc các bác mạnh khoẻ!,0,chúc mạnh_khoẻ !
"Tôi ko vay đâu cả, có 1 cô bé thực tập tại Cty trước đây,vay vốn 1 Cty tài chính và tham chiếu số điện thoại của tôi, hiện tại cô gái kia ko trả được nợ. Hiện tại luôn có số điện thoại Cty tài chính đó làm phiền tôi, liệu có khởi kiện ngược được ko mọi người?",0,vay bé thực_tập cty vay vốn cty tài_chính tham_chiếu điện_thoại hiện_tại gái kia nợ hiện_tại điện_thoại cty tài_chính làm_phiền liệu khởi_kiện ngược ?
Loài Kiến có sẵn gen di truyền dự báo thời tiết,0,loa kiê co să gen di_truyê dư thơ tiê
Si28 ghi bàn đầu tiên của mùa giải bằng pen do người khác nhường cho !,0,si28 ghi_bàn đầu_tiên mùa giải pen nhường !
Sao không xả từng khúc một nhỉ ?,0,xả khúc ?
"Lại là con số 8 ám ảnh, lại là Bayern, Schalke mặc áo xanh mà chứ đâu phải áo xanh đỏ đâu.",0,con_số ám_ảnh bayern schalke mặc áo xanh áo xanh đỏ
"""Tôi đã không tập luyện kể từ trận đấu của Xứ Wales hồi đầu tháng"". Bale tưởng lại được đi đánh golf lĩnh lương ở Real, nên lười biếng, thiếu chuyên nghiệp thật.",0,tập_luyện trận_đấu xứ wales hồi đầu bale tưởng đi đánh golf lĩnh lương real lười_biếng chuyên_nghiệp
"Luật giao thông thì đã có, nhưng kiểm soát và hình thức phạt chưa đủ tính răn đe, nên mới nên sự thế này. Phạt thật nặng như bên các nước như Singapore, Mỹ,...thì mới trật tự được.",0,luật giao_thông kiểm_soát hình_thức phạt răn_đe phạt singapore mỹ trật_tự
"""Khoảng 25 con được cho là đã chết. Nguyên nhân các con vật bơi lạc vào vùng nước nông thường là do mất phương hướng, gây ra bởi biển động mạnh hoặc ô nhiễm tiếng ồn."" - Hic, tội nghiệp các bé cá voi quá.",0,25 chết nguyên_nhân vật bơi lạc nông phương_hướng biển động ô_nhiễm tiếng ồn hic tội_nghiệp bé cá_voi
Cột điện li tâm nên làm 2 cái các điểm quan trọng,0,cột điện_li_tâm quan_trọng
"Đúng là tình yêu mang lại khổ đau. Nếu Đi không đâm chết tên này, lần sau hắn lại mò đến nữa thì ko biết còn giữ nổi mạng ko, quả thực ko còn sự lựa chọn nào khác",0,tình_yêu khổ_đau đi đâm chết hắn mò nổi mạng ko quả_thực lựa_chọn
"Lời nhạc mà như đối thoại, chả có gì đặc sắc",1,nhạc đối_thoại chả đặc_sắc
Ấn Độ tai tiếng rất nhiều về các vụ hiếp rồi giết.,0,ấn độ tai_tiếng vụ hiếp giết
Xem clip phóng sự (che mặt) khác mới thấy con bé 10t ngoan hiền và bản lĩnh như thế nào. Rơi nước mắt :((,0,clip phóng_sự che mặt_khác bé 10t ngoan hiền bản_lĩnh thế_nào rơi nước_mắt
"Đừng cố gắng sinh con khi không thể yêu thương , nuôi dạy và bao bọc những đứa trẻ đáng được hưởng đầy đủ những yếu tố cơ bản nhất",0,đừng cố_gắng sinh không_thể yêu_thương nuôi dạy bao_bọc đứa trẻ hưởng đầy_đủ yếu_tố cơ_bản
"Cho tạm trú nhiều ngày, nhỡ gặp tui hổng có vồ nha!",0,tạm_trú nhỡ tui hổng vồ nha !
Tử hình hết bọn buôn bán ma túy để giảm bớt những con nghiện đang ngày đêm mang đến những hiểm nguy rình rập đến người thân và XH.,0,tử_hình bọn buôn_bán ma_túy bớt con_nghiện ngày_đêm hiểm_nguy rình_rập người_thân xh
"Anh Bảy bây giờ vẫn bay cao , bay xa , còn M10 thì tịt ngòi , chuẩn bị đẩy lên băng ghế dự bị",0,bảy bây_giờ bay bay m10 tịt_ngòi chuẩn_bị đẩy băng ghế dự_bị
Thật sự rất bất lợi cho ông Trump,0,thật_sự bất_lợi trump
"Việc này ảnh hưởng đến hàng loạt các giấy tờ cần chỉnh sửa: Chủ quyền nhà đất, Hộ khẩu, CMND, GPKD, hợp đồng kinh tế, ... và hàng loạt các giấy tờ khác có liên quan đến tên đường cần thay đổi, ...",0,ảnh_hưởng hàng_loạt giấy_tờ chỉnh_sửa chủ_quyền nhà_đất hộ_khẩu cmnd gpkd hợp_đồng kinh_tế hàng_loạt giấy_tờ liên_quan đường thay_đổi
Một trong các hoa hậu xinh đẹp nhất,0,hoa_hậu xinh_đẹp
"Có vẻ giống một số Doanh nghiệp nhỏ Việt Nam, đang làm ăn ngon nên cố gắng mở rộng nhưng mở rộng rồi thì lỗ nặng dẫn đến phá sản.",0,vẻ một_số doanh_nghiệp việt_nam làm_ăn ngon cố_gắng mở_rộng mở_rộng lỗ phá_sản
"Ấn Độ là ổ dịch, phải hết sức cẩn thận khi cho chuyên gia nhập cảnh.",0,ấn độ dịch hết_sức cẩn_thận chuyên_gia_nhập_cảnh
Nền y tế Đức vẫn tốt nhất,0,y_tế đức
Tôi rất hâm mộ nhóm Blackpink,0,hâm_mộ blackpink
"Tài năng xuất chúng và nhân cách và nhân cách vĩ đại.Thực ra đến bây giờ mình vẫn không hiểu tại sao lại có người bảo ghét Messi,chẳng lẽ họ đố kỵ và cay cú quá sao.Trước mình Fan Ars,bị Messi cho ăn hành nhiều,cũng cay cú,nhưng xem 1 trận Messi chơi bóng(xin nhắc lại là chơi bóng chứ không phải đá bóng rồi ăn vạ bẩn nhé) là mình suy nghĩ lại ngay.Mình và người hâm mộ trên toàn thế giới thật may mắn khi được chứng kiến Messi chơi bóng.",1,tài_năng xuất_chúng nhân_cách nhân_cách vĩ_đại thực_ra bây_giờ tại_sao bảo ghét messi chẳng_lẽ đố_kỵ cay_cú fan ars messi hành cay_cú trận messi bóng nhắc bóng đá bóng ăn_vạ bẩn suy_nghĩ_lại hâm_mộ toàn thế_giới may_mắn chứng_kiến messi bóng
Rất thích con người và tính cách của Messi.,0,con_người tính_cách messi
"Giữa khó khăn mùa Covid nghe chia sẻ của Diệu Nhi thấy được sự đồng cảm và chân thật. Chớ ngày nào xem báo cũng thấy showbiz hào nhoáng xa hoa, giữa lúc bao nhiêu người thiếu trước hụt sau, lắm lúc thấy chạnh lòng.",0,khó_khăn mùa covid chia_sẻ diệu nhi đồng_cảm chân_thật báo showbiz hào_nhoáng xa_hoa bao_nhiêu hụt lắm chạnh_lòng
Ôi thế thì lại toang mất thôi .Những trận đấu mưa bàn thắng nối dài .Không lẽ lịch sử 82 lặp lại .Lo thay lo thay .,1,ôi thế_thì toang trận_đấu mưa bàn thắng nối không_lẽ lịch_sử 82 lặp lo thay lo thay
làm ăn cẩu thả xem thường tính mạng người tiêu dùng hãy phạt thật nặng,1,làm_ăn cẩu_thả xem_thường tính_mạng tiêu_dùng phạt
"Toàn thi công vào cao điểm. Lẽ ra nên thi công từ tháng 3, lúc đang cách ly, đường vắng",0,toàn thi_công cao_điểm lẽ_ra thi_công cách_ly đường vắng
Giảm đều từ đây đến qua bầu cử là ngon. :3,0,bầu_cử ngon
mình cần bán i10 2017 số sàn bản full 300tr đây,0,i10 2017 sàn full 300tr
Pen vô thưởng vô phạt có được tính là bàn thắng không fan hề bám hi hi,0,pen vô thưởng vô phạt bàn thắng fan hề bám hi_hi
Mở mang đầu óc với bài viết quá hay,0,mở_mang đầu_óc chó viết
Mong thế giới hoà bình!,0,mong thế_giới hoà_bình !
"có nhà nhưng thích ngủ ngoài công viên. nhường ghế cho người lớn tuổi trên tàu điện ngầm,vv...",0,ngủ công_viên nhường ghế lớn_tuổi tàu_điện_ngầm vv
"Vậy là Sevilla mạnh hơn Barca rồi mọi người, nhưng thực tế Sevilla luôn thua khi gặp Barca nên đề nghị Bayern trao siêu cúp cho Barca",0,sevilla barca thực_tế sevilla thua barca đề_nghị bayern trao siêu cúp barca
"Họ hiểu rõ ngắt lời, thoá mạ đối thủ là điều Trump làm tốt duy nhất thay vì tranh biện.",0,ngắt thoá_mạ đối_thủ trump duy_nhất thay tranh biện
Chúc mừng bạn,0,chúc_mừng
Em thấy I10 ổn về nhiều thứ Fadil em không biết,0,i10 ổn fadil
Lạc đường mà vào sân japan thì toi em nhẩy,0,lạc đường sân japan toi nhẩy
"Tôi coi phim do John Wich đóng hấp dẫn ngay phút đầu vì kịch tính, nhân vật luôn hành động, cảnh quay thay đổi chứ không phải nghe phim",0,coi phim john wich đóng hấp_dẫn phút đầu kịch_tính nhân_vật hành_động cảnh thay_đổi phim
Giỏi quá,0,giỏi
"350.000 Kể từ cuối tháng 7 đến nay, giới chức chưa ghi nhận tác dụng phụ đáng kể nào.Qủa là một con số tuyệt vời. Nơi bắt đầu sớm là Trung Quốc thì nơi kết thúc sớm cũng rất có thể là Trung Quốc.",0,350 000 giới_chức ghi_nhận tác_dụng phụ đáng_kể qủa con_số tuyệt_vời bắt_đầu trung quốc kết_thúc có_thể trung_quốc
"Tôi không ở TPHCM nhưng cũng từng nghe câu chuyện văn hóa về nhân sĩ Kha Vạng Cân từ nhiều năm rồi. Vậy mà tên đường đó vẫn để sai đến tận giờ. Học lịch sử biết danh tướng Trần Khát Chân, chưa nghe Trần Khắc Chân bao giờ. Hồi trước có tỉnh gắn tên đường cũng nhầm lẫn gây tranh cãi, sau cũng đổi tên đường. Tôi còn nhớ ở Đà Nẵng người dân viết số nhà ... đường Yên Báy (Yên Bái) :) , này chắc do cách phát âm nên viết sai.",0,tphcm câu_chuyện văn_hóa nhân sĩ kha vạng cân vậy_mà đường sai tận học lịch_sử danh_tướng trần khát chân trần khắc chân bao_giờ hồi tỉnh gắn đường nhầm_lẫn tranh_cãi đổi đường đà_nẵng dân viết đường yên báy yên bái phát_âm viết sai
Cuộc sống thật mong manh,0,cuộc_sống mong_manh
"Ko can thì ôm bé vào lòng cũng dc mà, chuyện con nít nó mới 2 tuổi hiểu cái j mà đánh nó. Đàn ông j chỉ biết bắt nạt con nít!",1,can ôm bé dc con_nít đánh đàn_ông bắt_nạt con_nít !
hoàn toàn đồng ý,0,hoàn_toàn đồng_ý
"Mới tiêm về không theo dõi bé, mà gửi cho cơ sở gia đình, mà cơ sở này sao không gọi điện thoại cho cha mẹ bé khi phát biểu hiện lạ mãi ""Đến 11h cùng ngày, người thân đến cơ sở giữ trẻ đón về thì phát hiện bé tím tái, mạch không bắt được"". Bó tay quá chậm trể.",0,mơ tiêm vê be ma gư sơ gia đi nh ma_cơ sơ na go điê thoa me be pha biê hiê la ma 11h người_thân cơ_sở trẻ đón phát_hiện bé tím_tái_mạch bắt bo châ trê
"Cali năm nào mà không cháy. Mình có để ý hai bên đường có rất rất nhiều cây khô, khô đến độ vàng ươm hai bên đường. Mỗi lần như vậy thì mình nghĩ trong đầu là đảm bảo thế nào cũng sẽ có cháy và thế là vài ngày sau cháy thật :))))",0,cali cháy để_ý hai đường khô khô độ vàng ươm hai đường như_vậy đầu đảm_bảo thế_nào cháy thế_là cháy
"Trời ơi tội bé quá,đọc cái cân nặng của con chó thôi đã rùng mình,may mà cháu không nguy hiểm tính mạng,mong rằng với tạo hình thẩm mỹ tốt bé sẽ có được gương mặt bình thường nhất có thể!",0,trời tội bé đọc cân chó rùng_mình may cháu nguy_hiểm tính_mạng mong tạo_hình thẩm_mỹ bé gương_mặt bình_thường có_thể !
Tcn có giấy roi sao,0,tcn giấy roi
"Binz và Đen Vâu viết ca từ rất đẹp, rap dễ nghe, gần gũi bình dị, cá nhân mình nghĩ, vậy mới là đặc trưng của Rap. ",0,binz đen vâu viết công_an đẹp rap gần_gũi bình_dị cá_nhân đặc_trưng rap
Cứu một mạng người xây 7 tháp nam mô adidaphat các bạn giàu tình người,0,cứu mạng xây tháp nam_mô adidaphat giàu tình
Bình thường ăn pate nếu có ngộ độc sẽ là Thương Hàn hoặc Lỵ. Đây nhiễm hẳn Clos gây liệt cơ. Sợ thế!,0,bình_thường pate ngộ_độc thương_hàn lỵ nhiễm hẳn clos liệt sợ !
"Trong video trên, có thể thấy Biden thể hiện sự bất lực mà ông ấy cứ cho mình là lịch lãm lắm.",0,video có_thể biden thể_hiện bất_lực lịch_lãm lắm
Ai thích ăn thì cẩn thận với dịch hạch nhé ?,0,cẩn_thận dịch dở hạch ?
Biến tận dụng thách thức thành cơ hội sẽ thành công,0,biến tận_dụng thách_thức thành cơ_hội thành_công
Cầu mong mọi người bình an! Việt Nam cố lên! Đất nước chiến thắng!,0,cầu_mong bình an ! việt nam cố ! đất_nước chiến_thắng !
"ông bố này kinh thật, lấy luôn cả bơm xe đạp đánh",0,bố kinh bơm xe_đạp đánh
"Kia lành, đẹp, động cơ khoẻ hơn, chi phí sử dụng thấp hơn",0,kia lành đẹp động_cơ khoẻ chi_phí sử_dụng
"Bạn Đăng này giỏi quá, chúc mừng bạn và gia đình.",0,đăng giỏi chúc_mừng gia_đình
i10 chắc chắn hơn. morning đẹp hơn. Tùy vào nhu cầu của bác.E vote i10,0,i10 chắc_chắn morning đẹp tùy nhu_cầu vote i10
"Tôi thích ""Mãi mãi một tình yêu"" hơn",0,mãi_mãi tình_yêu
Cậu Sane sang Bayern vô tình đc cúp rơi trúng đầu . Ở Man city đc á quân ngoại hạng. Hên quá,0,sane bayern vô_tình cúp rơi trúng đầu man city quân ngoại_hạng hên
"Ngày ngày đón tin vui, mong dịch qua sớm",0,ngày_ngày đón tin_vui mong dịch
Các cuộc tình thật phong phú và đa dạng,0,tình phong_phú đa_dạng
"Từ nay đi câu cá phải ghi cảnh báo ""CẤM CÁ THU BAY KHỎI MẶT NƯỚC"".",0,đi câu cá ghi cảnh_báo cấm cá_thu bay mặt_nước
Yêu cầu pháp luật trừng trị thẳng tay để làm gương,0,yêu_cầu pháp_luật trừng_trị thẳng_tay làm_gương
"Đối với những trẻ em có hoàn cảnh như thế này đáng lẽ khi được trình báo công an phải kiểm tra thân thể cháu xem có thương tích gì ko, đưa cháu đi khám nghiệm thương tích chứ chỉ có nhắc nhở thì quá lỏng lẻo.",0,đối_với trẻ_em hoàn_cảnh đáng_lẽ trình_báo_công_an kiểm_tra thân_thể cháu thương_tích ko cháu đi khám_nghiệm thương_tích nhắc_nhở lỏng_lẻo
"Hàng xóm mình trước có 1 con như này. Khi nó sủa, khi nó tự dưng tru lên.",0,hàng_xóm sủa tự_dưng tru
"Nhìn 2 cách chống dịch hoàn toàn trái ngược, 1 bên đều đeo khẩu trang, 1 bên thì không, hậu quả thì mọi người đều biết mấy hôm nay.",0,chống dịch hoàn_toàn trái_ngược đéo khẩu_trang hậu_quả biết_mấy hôm_nay
Diễn viên kiêm đô vật wwe Dave Batista...John Cena...The Rock ...toàn nhân vật nổi tiếng lấn sân Hollywood,0,diễn_viên kiêm đô_vật wwe dave batista john cena the rock toàn nhân_vật nổi_tiếng lấn_sân hollywood
Quản lý chặt không cho nhập cảnh trái phép là sẽ không có bệnh à,0,quản_lý chặt nhập_cảnh trái_phép bệnh
"Nên cho người dân 1 cách nào đó để kiểm tra mình đang có bao nhiêu thẻ tín dụng, bao nhiêu khoản vay tại các ngân hàng để tự tra cứu. Có khi làm hồ sơ mở thẻ/tài khoản ở ngân hàng X nhưng nhân viên ngân hàng lại tự ý mang giấy tờ các thứ của khách hàng đi mở thêm vài thẻ các nơi thì toi.",0,dân kiểm_tra bao_nhiêu thẻ tín_dụng bao_nhiêu khoản vay ngân_hàng tra_cứu hồ_sơ thẻ tài_khoản ngân_hàng nhân_viên ngân_hàng tự_ý giấy_tờ khách_hàng đi thẻ toi
Các bà các cô quanh xóm đến xếp hàng tiễn đưa anh,0,quanh xóm xếp_hàng tiễn_đưa
"Jack Ma: "" nếu 35 tuổi mà chưa giàu thì bạn xứng đáng nghèo "".",0,jack ma 35 giàu xứng_đáng nghèo
Không nói rõ là mua xe gì: xe lam hay xe mô tô. Nếu được mua con xe đạp điện chạy khỏi nghĩ tiền xăng,0,mua xe xe_lam xe mô_tô mua xe_đạp điện chạy tiền xăng
1-0 mà cứ tưởng 10-0 :'),0,tưởng 10
Họa vô đơn chí.,0,họa vô đơn chí
Vi phạm bản quyền trắng trợn từ chính những người cũ. Đề nghị pháp luật xử lý nghiêm để làm gương!,0,vi_phạm bản_quyền trắng_trợn cũ đề_nghị pháp_luật xử_lý nghiêm làm_gương !
Chúc mừng anh và e kíp phẫu thuật để chỉnh sửa kiếm khuyết của tạo hoá. Mong anh và các bác sĩ có kết quả mỹ mãn.,0,chúc_mừng kíp phẫu_thuật chỉnh_sửa kiếm khuyết tạo_hoá mong bác_sĩ kết_quả mỹ_mãn
"Nếu súng nổ a Đi chết rồi ah, tôi nghĩ nên giảm án cho a Đi",0,súng nổ đi chết ah án đi
"Thu Hà là đẹp đúng với lứa tuổi, không thấm mỹ, còn lại xin không bình luận",0,thu hà đẹp lứa thấm mỹ bình_luận
Người ta đã lao động thì phải trả công dù ít hay nhiều chứ. Lao động khác với học nghề!,0,người_ta lao_động công lao_động học nghề !
